Commit Message,Category
Renamed TrafficCompositionInputData to VehicleTypeInput to more closely correspond with the XML element name.,internal
Renamed performance test. Introduced AbstractModule to support more concise configuration code.,external
Renames the ComplexData classes that will be kept.,code smell
"Reorganisation of controllers codes. BookingRoomController now uses BookRoomCommand. AddBookingRoomViewParamsController uses static methods from BookRoomCommand.
Fixed little bug in JSP.
Working fine on Tomcat 7.

git-svn-id: https://svn.origo.ethz.ch/eeg-database/trunk@794 1a751040-f3c7-4aaa-98da-1e85aacc1d30
",bugfix
Repackage compatibility,external
Repackaging to remove remaining cycles and increase cohesion,internal
"Replace ""delete_selected"" flag with option menu.

It's hard to understand the meaning of the ""delete_selected"" flag, and
certainly the inverse. Change the flag to an ""operation"" menu with
options ""delete selected"" and ""delete non-selected"".

This fixes #257.
",bugfix
"Replace coordinate by index throughout the application.

This also fixes a bug in physics.grid.Grid.getGaussContraintSquared():
coor1 and coor2 have not been reset in the loop before
increasing/decreasing individual direction coordinates.
",bugfix
"Replace truth.FailureStrategy with truth.FailureMetadata in custom Subjects.

Also changed truth.SubjectFactory to truth.Subject.Factory (plain renaming) and use method reference instead of anonymous class to create the factory when applicable.

FailureMetadata, an opaque object to its users, is introduced to replace FailureStrategy in in custom Subject in order to resolve some existing flaws of FailureStrategy as well as enable new features to be added to Truth.

-------------
Created by MOE: https://github.com/google/moe
MOE_MIGRATED_REVID=171466733
",functional
"Replaced Commons Codec/IO usage with Guava

I have removed the sole usage of Commons Codec (for Base64 encoding) -
plus all remaining usage of Apache Commons IO - with equivalent
functionality provided by Google Guava.

(Note that we still need the Commons FileUpload library, which pulls in
Commons IO as a dependency. But let's not use Commons IO directly within
QTIWorks.)
",functional
Replaced uses of MetadataConstants with the new Dictionary and Metadata classes,code smell
ReplacedBlock data class,code smell
RepositoryUtil: Remove dead code found during testing,code smell
"Resolve issue #39 (sync tool extra password prompt) in release 2.4 issues list: https://wiki.duraspace.org/display/DSPINT/Release+2.4+Tasks. This was actually two problems, both are fixed here. The first problem was that the default work directory was not being set early enough in the execution (if there was not user-specified work directory), so the sync configuration files were not being placed in the work directory. The second problem was that if a password was not included as a command line value on the previous run, when trying to parse the previous config (to determine if a restart could occur) the password prompt was being displayed.

git-svn-id: https://svn.duraspace.org/duracloud/trunk@1201 1005ed41-97cd-4a8f-848c-be5b5fe45bcb
",bugfix
"Resolved issue: DIRMINA-564 - Make KeepAliveFilter to work with other IdleStatuses then READER_IDLE
* Fixed a silly bug that KeepAliveFilter doesn't use READER_IDLE status to handle ping timeout.
* Added forwardEvent property as requested

git-svn-id: https://svn.apache.org/repos/asf/mina/trunk@646263 13f79535-47bb-0310-9956-ffa450edef68
",bugfix
Restore compatibility with 1.8,external
Restored functionality of DrugGroup. There are no related JUnit tests yet.,external
Restoring logics without size fields caching,internal
Restructuting to get file layout closer to maven standard  remove complexity of poms,internal
"Revert ""Mercurial Integration is now done with java native library hg4j. Refactoring to clean up the code and to allow easy adoption of other java native libraries in the future. Some unit tests added and classes moved to dedicated packages for better maintainability""",external
"Revert ""Revert ""[MIFOS-4052] removed original loan schedule and fees inheritance""""",internal
"Revert back to the package name ""org.kohsuke.stapler"" to avoid backward compatibility issues",external
"Reverted Node.equals() and Node.hashCode()

Back to identity (object) comparisons, as deep content inspection had
negative performance impacts and hashkey stability problems.
Functionality replaced with Node.hasSameContent().

Fixes #688
",bugfix
"Reverted some changes in CommonProxy.java
Attempting to use the new Side.Server and Side.Client checks to separate out code to fix bugs.
",bugfix
Reviewed by tlerios  Colin & Will per ENG-508 1. Added 2 new constructors to ExpectedFailure. one default and another one that accepts I18NBoundMessage. Updated all usages of the single arg constructor with a null value  to prevent compilation errors. 2. Added a mechanism to abstract out instrument specific functionality into pluggable classes. All the instrument functions in this checkin are abstracted out except for XML serialization  which requires the specific Instrument classes to be included in an annotation. 3. Added new option position APIs & option symbol <=> option root lookup APIs to the client. 4. Added pluggable mechanism to extract & insert instrument from / into FIX messages 5. Updated PositionKeyComparator to use new pluggable mechanism for position comparison 6. Updated orderloader to support options 7. Removed OptionSymbolSplitterMessageModifier & its unit test as it doesn't make sense for options any more. 8. Updated ORS to save the fields for options for position computation. Added implementations for the new client services. 9. Updated FIXConverter and RequestHandler to add a particular FIX field to the message only if it is supported for the specific message. 10. Added OptionRootUnderlyingMap abstraction to the ORS for carrying out option symbol to option root symbol mapping. 11. Fixed an issue in the suggestions view that was preventing the photon strategy perspective from opening up.,internal
"Reworking the auto-submit feature one more time. We now have a lightweight submit that only queries parameters (without doing pagination) and a normal parameter submit. 

On init, we always fire the lightweight submit, validate the parameters and if then autosubmit is reported to be enabled we fire the pagination request. Therefore we ensure that we do heavy work only if autosubmit is enabled.

The pagination controls act as auxillary submit buttons - so browsing through the pages submits the parameter content and paginates the report (same behaviour as before).
",functional
Rewrite all the possible Blocks for the If  While  For  ForEach and Switch statements. This rewriting handles modifications in the Block type from curly to non-curly ('Alternative') forms of blocks.,code smell
"Rewrite configuration system

This commit refactors almost all of the configuration section to make it more friendly for further development. In addition, files being saved without comments has been fixed.

 Emphasis has been put on retaining backwards compatibility, so most actual configuration options in flatfile have stayed the same. Minor changes are automatically upgraded.
",bugfix
"Rewrite substitution resolver, use explicit immutable ResolveSource

The immediate motivation here was to fix #177, which this does,
but in this commit a couple of existing test cases are broken
in a way which seems to relate to order of resolution and resolve
memoization. So we need to layer on to this commit better solutions
for caching and cycle detection to get rid of yet more mutable state.

The previous setup used a side-effect-based lookup table of ""replacement""
values to conceptually modify the tree without actually modifying it.
Unfortunately that setup was hacky and hard to reason about and,
apparently, broken in cases such as #177.

This new setup actually creates a modified tree and passes it
around explicitly instead of inside ResolveContext.

In this commit, ResolveContext still unfortunately has a mutable
cache and a mutable table of ""cycle markers."" Both of those
in theory could also be replaced by simply modifying the tree.

The main downside to this commit - and to cleaning up the remaining
mutable state - is that we're using Java collections which have to
be copied wholesale for every mutation (they are not persistent
functional data structures). This will have an unknown performance
impact, though in a sane world Config.resolve() is not a bottleneck in
anyone's production app.

Some other details of this commit:

 * resolve concerns removed from peekPath in AbstractConfigObject
   and relocated into ResolveSource
 * recursive resolution removed from lookupSubst and moved to
   ConfigReference
 * new hasDescendant() method used only in debug tracing,
   it is grossly inefficient to ever call this full tree
   traversal
 * new replaceChild() method is inefficient due to Java
   collections but could in theory be made efficient
 * most complexity relates to always knowing the parent of
   a node that we might have to replace, so we can walk
   up replacing it in its ancestor chain

TODO in subsequent commits:

 * fix failing test cases
 * we cannot replaceChild if we are a descendant of ConfigConcatenation,
   but we probably (?) need to be able to; consider / fix this
 * instead of memoizing resolve results in a hash table, just
   continuously modify the ResolveSource to have the most recent
   results
 * instead of using the ""cycle markers"" table, change the
   ConfigReference to a cycle detector value
",bugfix
Rewrite the ImmutableSortedMultiset implementation for improved efficiency and reduced memory consumption. From Louis: http://codereview.appspot.com/6203097/ ------------- Created by MOE: http://code.google.com/p/moe-java MOE_MIGRATED_REVID=30340746,external
"Robustness improvements

Bugfix: vSphereCloudSlaveTemplate.provision method now ensures that it always disconnects from vSphere.  Previously there were some error cases where this might not happen.
Refactor: vSphereCloudSlaveTemplate.provision method now passes in the extra config parameters when the VM is initially created (instead of as a second vSphere operation).  This ensures that the meta-data (that we rely on for recognizing our own VMs) is there from the outset and hence we should now be less vulnerable to vSphere failing to power-on the VM after cloning it or to vSphere belatedly starting a VM it claimed to have failed to create.
Enhancement: If vSphereCloudSlaveTemplate.provision method failed to clone a new VM, we now attempt to delete the VM, as vSphere can partially-create a VM.
Enhancement: VSphere.cloneOrDeployVm method can (optionally) now set extra config parameters.",bugfix
"RuleReference will make a best effort to not considering the setting of the same value as an attempt to override.  StringUtil.isSame() added to compare Strings, can pass options indicating to a) trim before compare, b) ignore internal whitespace, c) ignore case.

Also added some // FUTURE comments related to Rule/RuleSet cloning.  This would be a nice feature to have.  I'm seeing various Rule copying logic in the PMD eclipse plugin which could be reduced if PMD core supported a Rule deep copy semantic via clone().

git-svn-id: https://pmd.svn.sourceforge.net/svnroot/pmd/trunk@5784 51baf565-9d33-0410-a72c-fc3788e3496d
",functional
SAK-1756 -- Merged sections-dev-branch into trunk.  Section Info and SectionAwareness now rely on (and decorate) the framework's generic grouping functionality.,external
SAM-2151 Allow the instructor to include extra calculations within the calculated question Also includes some cleanup and improvements to the calculated question (reduced duplicate code  etc.),code smell
SB-713:  LayoutProviders draft implementation using Path abstraction,internal
SCHEMA-37. Adds stability annotations to all classes.,external
SCRUM-285: code review: inherit -> enabled. Using InheritanceContentWrapper temporarily to be replaced with inheritance wrapper.,internal
SCRUM-500 refactored AbstractRegistry to be used with composition rather than inheritance,internal
SLE-127 Bad performance while handling Markers,external
SOAP-653: Removed duplicate code and fixed compilation errors,code smell
SOC-2371 | Avatar : Native english usability review,external
SOC-890 | Improve Code quality - avoid duplicate code,code smell
SONAR-4087 fix compatibility of Tinkerpop Blueprints with Java 5,external
SONAR-7705 remove dead code and dead sql in purge,code smell
SONARCS-601 complexity metrics for functions and classes (#99),internal
SONARDOTNT-49 Replace complexity distribution by class -> by file,internal
SONARJS-509 FunctionComplexity: ignore AMD pattern and IIFE,internal
SONARJS-729 Do not include complexity of nested functions into nesting one complexity (#309),internal
"SONARPHP-451 Add parameter for (S107) ""Functions should not have too many parameters""",code smell
SONARPHP-613 Improve ClassComplexityCheck,internal
SONARPHP-664 Correct Cyclomatic Complexity implementation (#172),internal
SONARPLUGINS-3168  SONARPLUGINS-3423 Compatibility with multi-language plugins and no more compute file hashes as it is already done by the core.,external
SPR-6093 - MVC Annotation Inheritance,internal
"SPY-128: Adding support for CAS Delete.

This changeset uses the functionality that was already there and
just exposes it to the outside. It is now possible to use delete
with CAS if needed.

Change-Id: I72652587424297b3373bf4914a5c54799ebd6179
Reviewed-on: http://review.couchbase.org/27107
Reviewed-by: Matt Ingenthron <matt@couchbase.com>
Tested-by: Michael Nitschinger <michael.nitschinger@couchbase.com>
",functional
STS-3056: introduced interface for annotation metadata classes to allow introduction of adapters,code smell
"Saving work.
Added default width/height to preferences.
Fixed ShapeStyle preference persistence.
Fixed Lane moving algorithms.
Factored out some more stuff from ModelHandler that is only used in
MoveLaneFeature.
Started adding context menu to Outline viewer.",bugfix
"Scoring API (NUTCH-240).

Development of this functionality was supported by Krugle.net. Thank you!


git-svn-id: https://svn.apache.org/repos/asf/lucene/nutch/trunk@405967 13f79535-47bb-0310-9956-ffa450edef68
",functional
Semantin analysis decoupling Integration with prototype e4 DI integration New extension point,internal
"Separate Map Handling from Collections

Extracting all map logic and annotation from collections because
each of these have different needs and trying to use the same
structure for both is not sufficiently flexible.

This involves:
- new MapProperty annotation
- new MapProperty class to represent destination properties which are maps
- MapFieldProperty and MapMethodProperty subclasses to handle fields and methods
- Extracting logic from CollectionTranslator and putting it in new MapTranslator
- Extracting logic from CollectionTranslation tests and putting it in new MapTranslation tests.

This commit does not add new functionality to Moo, simply prepares the way for new functionality to be added.

Related to #37.
",functional
Separated C++ and C Physical Implementations to provide Andrew more flexibility. Added ICPPASTTemplateId and implementation.,external
"Serialize session internal fields in a dedicated byte array. Introduced mockito for test (seems to be nicer than jmock while providing the required features, here mocking classes not interfaces)
",functional
"Several bug fixes:
* OutputItems must have a source file, so we cannot add one for the XSD, since it does not have one source file (but many).
* files generated by ""external"" tools need to be refreshed in the VFS, so that the next compile step finds them.
* ExmlCompiler created OutputItems with source root dir instead of output root dir. After I corrected this, the workaround to add the *.as output file as ""filesToRecompile"" was no longer necessary.
Now, EXML and Jangaroo compiler plugins seem to work together smoothly!

[git-p4: depot-paths = ""//coremedia/jangaroo/"": change = 166188]
",bugfix
Short the length of the field_type in order to reduce the size of the document.,internal
Slight abstraction,internal
Slightly reduced duplicate code.,code smell
Small changes around composition over inheritance.,internal
"SnakeSettingsPanel has been updated with a cooler ui.
The layout is slightly buggy atm, but all functionality is there.
Work in progress.
",bugfix
"Some bug fixes after testing all BPMN2 Examples from OMG.
Refactored DIGenerator out of DIImport class.
Added import diagnostics reporting dialog.
Added Resource List to UserTask property page
Removed Start Quantity and Completion Quantity from Activity property
page.",bugfix
Some changes to counter store      removed dead code      fixed bug on handling display of ethtypes with MSB set      replaced counterkey string processing on every packet-in with tuple keys      removed collection of traffic type per switch-port,code smell
"Some cleanup and fixes from FindBugs report.

git-svn-id: https://svn.jboss.org/repos/hibernate/validator/trunk@17610 1b8cb986-b30d-0410-93ca-fae66ebed9b2
",bugfix
"Some halfway work on introducing hideNulls feature to toString. Aborted because it is a lot more work than anticipated, but this code is prettier and slightly more bugfree so worth checking in.
",bugfix
Some minor abstraction in SPARQLParserBase to make it easier to extend sub-query parsing,internal
"Some more changes for jBPM.
Append Node feature now aligns more with tool palette.
Fixed an oversight in DataAssociationDetailComposite.
Check for availability of connection create features.",bugfix
Some new tests added and functionality for detection of errors related to events and observers.,external
Some refactoring to lessen class dependencies  reduce number of parameters and duplicate code,code smell
"Somewhat re-wrote cities, regions and countries in
preparation of the next step.

Lots of code changes, but should not be any change in functionality.
mdr20 re-enabled, so transfer to device will not work (probably).

git-svn-id: http://svn.mkgmap.org.uk/mkgmap/branches/index@1806 25d90789-57f7-4ee0-8453-03a3dfeeeb22
",functional
"Sonar fixes, Doc Fixes and Resolution for Issue #418 (#430)

* Fixing Javadoc Errors
* SonarQube Fix: Performance - Method invokes inefficient Number constructor; use static valueOf instead
* SonarQube: Security - Array is stored directly
* Fixing null pointer issues with new clone method
* Issue #418 - Fixing Topic matching for sport/# and sport

Signed-off-by: James Sutton <james.sutton@uk.ibm.com>
",bugfix
Source attribution is now consistent across all registered Problems + Various pruning of dead code and polish,code smell
Split responsabilities between CompatibilitySuite and TestContext,external
Split the loader functionality in 3 classes - now need to sort the tests out to match (not TDD  but quicker this way),external
"Split the thumbnail path-related functionality out of the thread that downloads the thumbnails, to clean up another tangle.


git-svn-id: svn://svn.jbidwatcher.com/jbidwatcher/trunk@506 b1acfa68-eb39-11db-b167-a3a8cd6b847e
",functional
Splits a long method into multiple shorter methods.,code smell
Splitting long method to load settings,code smell
Stage / InstrumentType decoupling.,internal
Standalone Atlas: NetCDF generation performance tuning  using Deque class to make sure refs to Future aren't retained.  Renamed Deque append() method to offerLast() though  so method names are identical to their equivalent in Java 6 Deque - it'll make it easier if we want to switch.  Updated context.xml and loaderContext.xml to use connection pool properties that seem to nullify the pool exhausted exception: due to maxIdle value?,external
Standarize solution and entity classes annotation inheritance behaviour + Check interfaces too. + add unit tests,internal
Start to build BWT abstractions  so we can present a reasonable facsimile of the BWT to the user no matter how it's represented on disk.,internal
Start with testing activiti 5 unit tests with activiti 6 engine for backwards compatibility,external
Started cleaning up modules - introduced a 'lang' module for shared functionality.  This might even make its way back into core - just flushing out things at the moment.,external
"Started on basic proctoring functionality

* New AssessmentProctoringService
* Can currently terminate a single or all sessions for a delivery
* Some minor preparatory tweaks to existing reporting MVC
",functional
Started refactoring Media Channels by decoupling RTP  RTCP  ICE and DTLS components from the RTP Connection,internal
Starting to remove some duplicate code,code smell
Starts decoupling from old span type; untangles ServerRequestInterceptor (#299),internal
Static utility class renamed for JUnit compatibility.,external
StewartSingularValueDecomposition: re-factor monolithic code and ugly switch statement into multiple methods,internal
StewartSingularValueDecomposition: re-factor monolithic code and ugly switch statement into multiple methods,code smell
"SubscriptionExecutionState: drop the use of Avro in favor of our DataInput/Output classes. The structure is simple enough not to use Avro, code becomes simpler and performance better. The internal structure is optimized to use two fixed size arrays instead of a map: there's no need for it to grow or shrink (set of subscriptions is known and fixed), and given that number of subscriptions is small, lookup performance should be the same or better.
This is a backwards incompatible change.


git-svn-id: svn+ssh://dev.outerthought.org/outerthought/lilyproject/trunk@4835 b80d95f8-e103-0410-bd55-e03a9dc29394
",bugfix
Supplier interface and BuiltLazy class.,code smell
"Support diff/patch generation via the Github API

The Github API can generate .diff and .patch files server-side for individual
commits and ranges of commits. This feature is very useful, as it permits one
to fetch the contents of file changes without needing to download an entire
repository. See: https://developer.github.com/v3/repos/commits/.

This change adds support for these features to the CommitService.

Bug: 529255
Change-Id: I9c700f0030578299283021b8f645d052bccca3c6
Signed-off-by: Christian Barcenas <christian@cbarcenas.com>
",bugfix
Support for scale relations and checking them in coupling,internal
"Support nested documents, arrays, and values for mongo.input.key.
Make sure this functionality is consistent across the project.
",functional
Supported bound data columns and added backward compatibility.,external
"Switched to jackson, implemented sp over x

The output has been verfied for some test cases to be
exactly the same as from the old version (md5sum) however
it somehow crashes the Android client. Still need to investigate.

The conversion has also been used for some massive improvement
in the interface design of GraphAlgorithms and makes the server
a little bit faster too.

Also changed simpleSP.json to Stuttgart->Hamburg->Berlin
to test the shorttest path over another point functionality.

So long...
",functional
TEZ-444.  Rename *.new* packages back to what they should be  remove dead code from the old packages - mapreduce module (part of TEZ-398). (sseth),code smell
TEZ-558. Optionally send broadcast output in the DataMovementEvent if the size of the data is small. (sseth),internal
"TFJ-26 : added debugging feature
now user can add -Dtwitter4j.debug=true to dump request and response to the standard output

git-svn-id: http://yusuke.homeip.net/svn/twitter4j/trunk@83 117b7e0d-5933-0410-9d29-ab41bb01d86b
",functional
"TFJ-83 fixed OAuth compatibility

git-svn-id: http://yusuke.homeip.net/svn/twitter4j/trunk@215 117b7e0d-5933-0410-9d29-ab41bb01d86b
",bugfix
"Task #38:
* Replaced internals of ModuleInterpolator with new Features- and
SitesInterpolator
* Added support for ${feature.requires} property in feature.xml template
and FeatureProjectGenerator",functional
"Task #38: Finalizes Feature and Site properties generation

* Renamed property sourceClassifierLabel -> sourceFeatureLabelAppendix
* Implemented SiteProjectGeneratorTest
* Set several default property values :
** b2.includesCategoryLabelAppendix -> (included Features), (enthaltene
Features)
** b2.sourceFeatureLabelAppendix -> (Sources), (Quelldateien)
** b2.facets.doc.classifierLabel -> Documentation, Dokumentation",functional
Test the metadata class with JDO,code smell
"The ""create branch"" feature fails if ""create tag"" is selected and the
new tag location already exists.
Creating a tag is not applicable when attaching to an existing branch.",bugfix
The FieldsetPanels option and page size are now created by AbstractListForm.,internal
The lions share of work on issue #636. Checkstyle errors have gone from a count of 383 at release of 0.0.2 to 488 errors after almost all of 0.0.3 is finished  to a count of 300 errors now that a good bit of work has been done on that front. Along with that  some complexity reduction work was done. Play and Fling actions got refactored as well as the mouseWheel zooming code both in EntireGraphingPanel.java. Bugs found and fixed were a play delay int roll-over catch that didn't work in the slowDown() method of EntireGraphingPanel.java and the method getTransferDataFlavors() in GenericDataElement.java was returning a reference to the interal array instead of a copy.,internal
"The logger and class name converters now consider zero as
having special meaning, and will return the simple class name,
removing the package name prefix. This feature was asked by
Silvano Maffeis.
    
",functional
The performance enhancements may conflict with some setting methods. Uses the ActivityStackListener to clear the cache flag.,external
Thirs commit for Roller 3.1 Theme Encapsulation work ...,internal
"This change is big, and it makes Guice slower. I'll need to follow-up with some optimizations that make TypeResolver quicker.

Suppose you have a parameterized class:

class Foo<T> {
  @Inject Set<T> tees;
} 

This change makes it so that as long as you have the required dependencies, parameterized injection points will be resolved. For example:
  Injector injector = Guice.createInjector(new AbstractModule() {
    protected void configure() {
      bind(new TypeLiteral<Set<String>>() {})
          .toInstance(ImmutableSet.of(""A"", ""B"", ""C""));
      }
  });
  Foo<String> foo = injector.getInstance(new TypeLiteral<Foo<String>>() {});
  assertEquals(ImmutableSet.of(""A"", ""B"", ""C""), foo.tees);

This builds on my earlier work for TypeResolver. That class is currently pretty slow (it builds a ton of HashMaps eagerly), but it shouldn't be too hard to make it lazy - that way everything will work nice and fast if you're not leveraging this feature.

git-svn-id: https://google-guice.googlecode.com/svn/trunk@660 d779f126-a31b-0410-b53b-1d3aecad763e
",functional
This update adds additional functionality to dfr-syn in partial fulfillment of dfr-91.  Given the existence of a directory /tmp/dfr-test/ with several files in it and a locally running duracloud instance on 8080 with admin/apw credentials  files are being uploaded  and active and queue status info is being reported.,external
"This update closes https://jira.duraspace.org/browse/DURACLOUD-265 .
The update rolls back the update to the FileCopier so that hadoop services do not pull each content-item through durastore (that was creating an extreme performance bottleneck), but now uses durastore to retrieve content-item-metadata to verify that downloaded items have expected MD5s.
If the MD5 does not match, the item is redownloaded.
Also, the MD5 is passed up to the caller to use as needed.
For example, the amazonfixityservice uses this generated MD5 instead of calculating it all over again.
Additionally, this update sets the max number of hadoop instances from 20 to 19. 19 is an Amazon-defined hard cap.




git-svn-id: https://svn.duraspace.org/duracloud/trunk@190 1005ed41-97cd-4a8f-848c-be5b5fe45bcb
",bugfix
"This update mostly completes https://jira.duraspace.org/browse/DURACLOUD-594 pending minor adjustments that come up.  In the process of implementing this feature, I also reorganized the spaces manager code into more clearly defined widgets that can be easily separated into separate, more easily managed files, though that breakup has not yet happened yet.  I also took the opportunity to jettison the technique of using the hashmark as a way of making pages bookmarkable in favor of the more standard approach of using the html5 history api.  One motivation here was to make use of query parameters to specify more fine grained state of the ui, such as which detail pane is open.  Another nice feature is that back and forward buttons behave normally.  One note: there may be an issue with the storage report apis getLatestReport() method.  The latest report should be loading by default, but it does not seem to be working.  So in order to see the pie charts, you must click on one of the data points.



git-svn-id: https://svn.duraspace.org/duracloud/trunk@859 1005ed41-97cd-4a8f-848c-be5b5fe45bcb
",functional
Throwing out the Key and Value classes for now to reduce the overall complexity,internal
Tighter coupling of subscription expiry logic with other subscription management. The previous implementation could detect an expired subscription  allow another client to subscribe to it  and then stop the (now active) subscription.,internal
Tons of dead code,code smell
Tools developed for multiresolution signal processing using the available filter classes/functions. Filter classes expanded with minor additional functionality.,external
Traceability has no API,external
Translation of imports and log checkers done. Basic log fw abstractions implemented,internal
Trying to fix incompatibility of handlings png on Windows and Mac (second try),external
Turnning invoke method performance,external
Tweaks to tests  BasePerson class  common inheritance to test classes  tweaks to complex/simple type detection.,internal
"Two new features. ModLists can have a ""parent"" mod list. Circularity will
result in a crash, so be careful. Mods specified in a child will override
ones from a parent (using the maven group:name:classifier triple to identify -
ignoring the version component)

Finally, ModSide is now doable in MANIFEST.MF. If you have this, it can tell
a mod to only load on a client, or on a dedicated server (though I'd watch out
before using the dediserver one, you'll never load in integrated servers then).
The default value is BOTH, which means you'll load both sides, other values are
CLIENT and SERVER, obviously. Perhaps, also, CAULDRON might be possible?
",functional
Type converters for easy access to XDS meta data classes within routes. Adapted tests to use meta data classes.,code smell
UOM management for symbol's size in value classif for points Everything is updated  that's beautiful.,internal
UPDATED readme to reflect changes REFACTORED some methods from disk writer to the file handle class to reduce the number of objects to keep as members UPDATED the shutdown of the application as there were cases when the remaining data was not written correctly ADDED hashCode and equals methods to FlippableData class to minimize the chance of randomly appearing further elements in the flipped queue (though this sometimes still occurs for no obvious reason),code smell
"Update MongoDBJobStore.java

Multiple fixes.

Fix misfire handling such that triggers whose next fire time after misfire handling is outside of the current acquisition time are no longer returned.

Support batches.  While I don't believe that batches add any efficiency with a Mongo back end, the back end should not break if the batches are used configured.  Supporting batches requires the recursion for lock retries to work properly and remember already acquired triggers.  Code must also not attempt to acquire a trigger it has already acquired.  After all recursion done, triggers must be resorted in ascending fire time.

When rescheduling a job, which uses replaceTrigger, do not use the removeTrigger method as it will remove the job also if the job is not durable.  

Update the slf4j logging to use parametrized messages such that the use of isDebugEnabled is not required.

If there is no next fire time, remove the trigger.  It is no longer required.",bugfix
Update for Sprite class. There is much less difference from Sprite2 now. Performance is just a tiny bit better than Sprite2 on desktop and G1  and the same on Droid.,external
"Update itests in order to use ""dynamic"" version for Cellar feature

git-svn-id: https://svn.apache.org/repos/asf/karaf/cellar/trunk@1239703 13f79535-47bb-0310-9956-ffa450edef68
",functional
"Updated items sql, Fixed a onDamage bug, allowed usage of animals for /spawnmob,fixed /i bug.

Also cleaned up/reorganized some stuff to improve performance.
",bugfix
"Updated movement functions to support the new way of snake representation. Made tick() more readable by moving a lot of the functionality to own methods.
",functional
"Updated readme, Fixed admin bypass command and corresponding permissions, Swapped colors for ally and truce, added new faction permissions, improved explosion protection and implemented firespread protection, fixed painbuild check order, flags can only be changed by server admins now and implemented type adapters for some enumerations for future changes to be non breaking. That it \:D /
",functional
"Updated sample importer to exclud 2 stomp samples

(These ones don't run yet as they use features of printedVariable
that are not currently implemented.)
",functional
Updated test method names to new API of data classes,code smell
"Updated the Preferences class to use a simple properties file rather than the Java 1.4 built in Preferences functionality (didn't like the structure of the config file, properties files are easier to understand and manually edit, code looks simpler as well)
",functional
"Updated the button images.  Fixed the code for ""Check Urine Output"", ""Check Activity Level"", and ""Catecholamine"".

git-svn-id: https://ecmojo.svn.sourceforge.net/svnroot/ecmojo@100 6adee215-725e-4b28-87c1-af44a2b16021
",bugfix
"Updated the core S-RAMP repository and the associated Atom API:
* Separated the JCR provider from the core repository
* Added a s-ramp-core module to hold common s-ramp classes (type enum,
visitors, etc)
* Updated the repository interfaces
* Added several new features to the persistence layer (get single
artifact, get artifact content, etc)
* Added new Atom API endpoints (get an xsd document artifact, get xsd
document content, get feed of all xsd documents, etc)",functional
"Updated to change stream chooser to be typeahead, fixed bug with global variable usage (builds could overwrite value), added error checking and logging if cannot get server config
",bugfix
Updated to fix issues with inheritance and tree branching in querying,internal
"Updates the hadoop file processor classes to be more easily extended, in order to build on this base for further processing capabilities. Pulls all of the file transfer code into the mapper class, to allow this functionality to be more easily reused or reimplemented. Adds tests.

git-svn-id: https://svn.duraspace.org/duracloud/trunk@73 1005ed41-97cd-4a8f-848c-be5b5fe45bcb
",functional
Updates to events and session list functionality.  Started adding twitter feed for events.,external
"Updates to resolve the following branch issues:

gReview probelm - bamboo is checking out master branch #30
How to restrict bamboo to poll the changes only on a particular branch #26

You can now configure which branch to poll, master, 'All Branches', or specify a custom branch of your choice. Otherwise, you can leave the new default setting, master, and just use Bamboo's features for maintaining builds for specific branches.
",bugfix
"Updating API & Document Formatting 
API is ready to add cullers to EventDrivers but currently previous
functionality is being preserved
Output has been updated to allow for Cullers attached to EventDrivers
and for Multiple EventDrivers
",functional
"Upgrading Netty from 3.5.2 to 3.6.5 appears to have changed how netty threads behave. There doesn't seem to be a predictable pattern about how threads are created and destroyed. That's unfortunate, but I still prefer to upgrade Netty to deal with other bugfixes such as #104.
",bugfix
"Use ""media type"" rather than ""mime type"", fixes #147.


git-svn-id: svn+ssh://dev.outerthought.org/outerthought/lilyproject/trunk@4423 b80d95f8-e103-0410-bd55-e03a9dc29394
",bugfix
"Use SAX parser as main way of loading documents

This restores previous behavior of always using any configured parser
via ""xr.load.xml-reader"".  Also restores some configuration dropped
at the time (0e5408111fc08eb73e2cecc90c86fb87731496d7):

-   xr.load.configure-features
-   xr.load.validation
-   xr.load.string-interning
-   xr.load.namespaces
-   xr.load.namespace-prefixes
",functional
"Use SpellCheckedMetadata only when necessary, i.e. only when collecting
metadata from unreliable sources such as HTTP headers.

* Metadata: fix a bug where SpellCheckedMetadata would try to normalize
  metadata names during (de)serialization.

* Content: should use regular Metadata by default, and when de-serializing.

* fix HTTP protocol plugins to use SpellCheckedMetadata, where it's really
  necessary.



git-svn-id: https://svn.apache.org/repos/asf/lucene/nutch/trunk@480207 13f79535-47bb-0310-9956-ffa450edef68
",bugfix
Use a data class for the sonic resultset,code smell
Use composition  not inheritance,internal
Use object model renderable abstraction to generate layout builders instead of templates w/ spaghetti code. Removed code generation hooks from Directive  should not be possible for directives to insert arbitrary code  as convenient as it may seem. Still not as clean as it could be.,internal
Use the 'Source' abstraction in the Parser,internal
Use the FringeTile multi-image functionality to allow different base tilesets to simultaneously fringe upon another base.,external
